Namn på organisation,Org nr organisation,Postort organisation,Lagstöd verksamhet,Status tillsynsobjekt,Lag verksamhetsinnehåll,Lagrum verksamhetsinnehåll,Typ av boende verksamhetsinnehåll
"UppDraget HVB i Nyköping
 AB",556686-3477,NYKÖPING,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Upplands Väsby kommun,212000-0019,Upplands Väsby,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Uppsala kommun,212000-3005,Uppsala,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
UTC Utvecklingscenter AB,559031-8290,NYKÖPING,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
UTC Utvecklingscenter AB,559031-8290,NYKÖPING,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Utsikt Ekonomi AB,556933-9384,KISTA,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Utslussen Vård AB,556740-8637,Uppsala,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Utslussen Vård AB,556740-8637,Uppsala,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
Utslussen Vård AB,556740-8637,Uppsala,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
"Utvecklingspedagogik Sverige
 Aktiebolag",556471-5729,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
"Utvecklingspedagogik Sverige
 Aktiebolag",556471-5729,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
"Utvecklingspedagogik Sverige
 Aktiebolag",556471-5729,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
"Utvecklingspedagogik Sverige
 Aktiebolag",556471-5729,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Korttidstillsyn för skolungdom över 12 år, LSS 9.7 p",
Utvecklingspedagogik Sverige Aktiebolag,556471-5729,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Utvecklingspedagogik Sverige Aktiebolag,556471-5729,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
"Utvecklingspedagogik Sverige
 Aktiebolag",556471-5729,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Korttidstillsyn för skolungdom över 12 år, LSS 9.7 p",
"Utvecklingspedagogik Sverige
 Aktiebolag",556471-5729,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Korttidstillsyn för skolungdom över 12 år, LSS 9.7 p",
"Utvecklingspedagogik Sverige
 Aktiebolag",556471-5729,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
"Utvecklingspedagogik Sverige
 Aktiebolag",556471-5729,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Korttidstillsyn för skolungdom över 12 år, LSS 9.7 p",
"Utvecklingspedagogik Sverige
 Aktiebolag",556471-5729,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Korttidstillsyn för skolungdom över 12 år, LSS 9.7 p",
"Utvecklingspedagogik Sverige
 Aktiebolag",556471-5729,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Bostad med särskild service för barn och ungdomar och familjehem, LSS 9.8 p",
"Utvecklingspedagogik Sverige
 Aktiebolag",556471-5729,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Korttidsvistelse utanför hemmet, LSS 9.6 p",
"Utvecklingspedagogik Sverige
 Aktiebolag",556471-5729,Sollentuna,Tillståndspliktig,Aktiv,LSS,"Korttidstillsyn för skolungdom över 12 år, LSS 9.7 p",
V o B Syd AB,556650-4204,VÄXJÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
V o B Syd AB,556650-4204,VÄXJÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
V o B Syd AB,556650-4204,VÄXJÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
V o B Syd AB,556650-4204,VÄXJÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
V o B Syd AB,556650-4204,VÄXJÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
V o B Syd AB,556650-4204,VÄXJÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
V o B Syd AB,556650-4204,VÄXJÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
V o B Syd AB,556650-4204,VÄXJÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
V o B Syd AB,556650-4204,VÄXJÖ,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
V.P-Assistent Service AB,556661-5414,JONSERED,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
"Vägabo Skola
 Kommanditbolag",969676-5065,AMBJÖRNARP,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
"Vägen ut-Kooperativen
 Ekonomisk förening",769610-8971,GÖTEBORG,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Vägvalet Väst AB,556604-5406,HISINGS BACKA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
Vägvalet Väst AB,556604-5406,HISINGS BACKA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
VAL-BO AB,556740-7316,NORRKÖPING,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
VAL-BO AB,556740-7316,NORRKÖPING,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
"Valterstens Assistans
 Handelsbolag",969728-3399,Vikbolandet,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
"Vändpunktens Stödboende
 AB",556693-6497,DANDERYD,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Vändzonen HVB AB,556730-7094,Katrineholm,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Vanessas Assistans AB,559202-0241,TÄBY,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Vår Omsorg i väst AB,559080-3705,Åhus,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Vår Omtanke Sverige AB,556738-0257,STOCKHOLM,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Varbergs Familjeassistans Ekonomisk förening,769612-0109,Varberg,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Vård 24 teamet AB,559019-7991,KISTA,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Vård i fokus Sverige AB,559051-3338,VÄSTRA FRÖLUNDA,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Vård- och Omsorgsteamet i Nacka AB,556723-0544,Solna,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Vård24 AB,559054-8839,KISTA,Tillståndspliktig,Aktiv,LSS,"Avlösarservice i hemmet, LSS 9.5 p",
Vård24 AB,559054-8839,KISTA,Tillståndspliktig,Aktiv,LSS,"Ledsagarservice, LSS 9.3 p",
Vård24 AB,559054-8839,KISTA,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Värda Familjer AB,556971-8553,MALMÖ,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Vardaga & Nytida AB,556531-6071,Solna,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,LSS,"Avlösarservice i hemmet, LSS 9.5 p",
Vardaga Nytida Omsorg AB,556334-1659,Solna,Tillståndspliktig,Aktiv,LSS,"Ledsagarservice, LSS 9.3 p",
"Vårdavia Hemtjänst service
 AB",559003-8229,Solna,Tillståndspliktig,Aktiv,LSS,"Ledsagarservice, LSS 9.3 p",
"Vårdavia Hemtjänst service
 AB",559003-8229,Solna,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Vårdblomster Holding AB,556640-7788,SALTSJÖ-DUVNÄS,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
VårdVärde Sverige AB,556888-6849,Sollentuna,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Vargfjäll group AB,556392-1146,HÅLTA,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Varius AB,556939-1781,RANSTA,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Värmdö kommun,212000-0035,Gustavsberg,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Värna Omsorg AB,559022-7558,Uppsala,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Värne HVB AB,559032-8018,EKSJÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Vassbo Behandlingshem AB,556449-1602,STOCKHOLM,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Västbergaskolan AB,556597-7609,HÄGERSTEN,Tillståndspliktig,Aktiv,LSS,"Korttidstillsyn för skolungdom över 12 år, LSS 9.7 p",
Västerås stad,212000-2080,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Västerås stad,212000-2080,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Västerås stad,212000-2080,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Västerås stad,212000-2080,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Västerås stad,212000-2080,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Västerås stad,212000-2080,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Västerås stad,212000-2080,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Västerås stad,212000-2080,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Västerås stad,212000-2080,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Västerås stad,212000-2080,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Västerås stad,212000-2080,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Västerbo social omsorg AB,556844-8491,MALMÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Västerbo social omsorg AB,556844-8491,MALMÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Västerbo social omsorg AB,556844-8491,MALMÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Västerbo social omsorg AB,556844-8491,MALMÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
"Västernorrland Utveckling &
 Omvårdnad AB",556676-4576,TIMRÅ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
"Västernorrland Utveckling &
 Omvårdnad AB",556676-4576,TIMRÅ,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Västra Aros Assistans AB,556800-8543,VÄSTERÅS,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Västra Värmlands Friskvård,570826-3966,Arvika,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Västsvenska Habiliteringsgruppen ek. för.,769605-0702,GÖTEBORG,Tillståndspliktig,Aktiv,LSS,"Korttidsvistelse utanför hemmet, LSS 9.6 p",
Västsvenska Habiliteringsgruppen ek. för.,769605-0702,GÖTEBORG,Tillståndspliktig,Aktiv,LSS,"Korttidsvistelse utanför hemmet, LSS 9.6 p",
"Västsvenska
 Mellanvårdsgruppen AB",556538-4459,HISINGS BACKA,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Vaxholms stad,212000-2908,VAXHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Vaxholms stad,212000-2908,VAXHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Vaxholms stad,212000-2908,VAXHOLM,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Vaxholms stad,212000-2908,VAXHOLM,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Växjö kommun,212000-0662,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Växjö kommun,212000-0662,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Växjö kommun,212000-0662,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Växjö kommun,212000-0662,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Växjö kommun,212000-0662,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Växjö kommun,212000-0662,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Växjö kommun,212000-0662,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Växjö kommun,212000-0662,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Växjö kommun,212000-0662,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Växjö kommun,212000-0662,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Växjö kommun,212000-0662,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Växjö kommun,212000-0662,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Växjö kommun,212000-0662,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Daglig verksamhet för personer i yrkesverksam ålder, LSS 9.10 p",
Växjö kommun,212000-0662,VÄXJÖ,Tillståndspliktig,Aktiv,LSS,"Boende med anpassningar eller särskild service för vuxna, LSS 9.9 p",
Veberöds Futura Ek. för.,769602-9110,VEBERÖD,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Vega HVB AB,559042-6531,ARLÖV,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Vega HVB AB,559042-6531,ARLÖV,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Vejbyhem VoB AB,559072-2723,Helsingborg,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",Stödboende
VENÖ 1 AB,559144-5530,NORRKÖPING,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
VERA CARE AB,559255-2953,GÖTEBORG,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Verdandi Familj AB,559071-5461,HÖLÖ,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Verdandi- individ & familj,830301-0444,Järna,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
"Verdandi-stöd & behandling
 AB",559168-0557,HÖLÖ,Tillståndspliktig,Aktiv,SoL,"Stödboende eller hem för vård eller boende (HVB), SoL 7.1.1",HVB
Verdandi-stöd & behandling AB,559168-0557,HÖLÖ,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Verkstan-för dialog och samspel i Skaraborg AB,559083-9543,MÖLLTORP,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
Vi Assistans AB,556843-1596,GÖTEBORG,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
Vi Omsorg i Sverige AB,556042-8517,Mora,Tillståndspliktig,Aktiv,LSS,"Anordnare av personlig assistans, LSS 9.2 p",
"Vi SocialCare Utredning och
 konsult AB",559013-7583,Tomelilla,Tillståndspliktig,Aktiv,SoL,"Konsulentstödd familjehemsvård, SoL 7.1.5",
